id,titulo,precio_usd,dormitorios,banos,m2,m2_construidos,zona,latitud,longitud,anio_construccion,antiguedad_anos,es_proyecto,estado,link,imagen
192940548,"Apartamento en Rincón del Indio, Playa Brava",530000.0,3.0,3.0,192.0,129.0,Rincón del Indio,-34.9281905,-54.8917978,,,False,1,https://www.infocasas.com.uy/apartamento-en-rincon-del-indio-playa-brava/192940548,https://cdn1.infocasas.com.uy/web/68de9e30cccb4_infocdn.jpg
193166591,Venta Apto 2D Brava Punta prox mar con Amenities,220000.0,2.0,1.0,51.0,55.0,Playa Brava,-34.9490957,-54.9311706,,,False,1,https://www.infocasas.com.uy/venta-apto-2d-brava-punta-prox-mar-con-amenities/193166591,https://cdn1.infocasas.com.uy/repo/img/974465_TRU-778-TRA_805.jpg
193412054,Venetian Luxury Residences de 3 dormitorios en venta,1590000.0,3.0,4.0,189.0,254.0,Playa Mansa,-34.928953297746304,-54.959819366531406,2021.0,,False,1,https://www.infocasas.com.uy/venetian-luxury-residences-de-3-dormitorios-en-venta/193412054,https://cdn1.infocasas.com.uy/repo/img/405_CCP-39730-TRA_458.jpg
193483596,Venta apartamento de 2 dormitorios con gran terraza en Punta del Este,230000.0,2.0,2.0,132.0,0.0,Aidy Grill,-34.9482204,-54.9295258,,,False,1,https://www.infocasas.com.uy/venta-apartamento-de-2-dormitorios-con-gran-terraza-en-punta-del-este/193483596,https://cdn1.infocasas.com.uy/web/69b015b3173db_infocdn.jpg
192111065,"Venta Apartamento de Cuatro Dormitorio en Playa Mansa, Punta del Este",1000000.0,4.0,2.0,344.0,170.0,Playa Mansa,-34.9264249,-54.959136,,,False,1,https://www.infocasas.com.uy/venta-apartamento-de-cuatro-dormitorio-en-playa-mansa-punta-del-este/192111065,https://cdn1.infocasas.com.uy/web/67ca9da5c185c_infocdn.jpg
192741510,Venta de Apartamento de 3 Dormitorios en Laguna del Diario,850000.0,3.0,3.0,266.0,266.0,Laguna del Diario,-34.9084837,-55.0187062,,,False,1,https://www.infocasas.com.uy/venta-de-apartamento-de-3-dormitorios-en-laguna-del-diario/192741510,https://cdn1.infocasas.com.uy/web/689ae9e0eb217_infocdn.jpg
193497007,"(BPV-BPV-11030)  Venta de apartamento 1 dormitorio La Cañada, Punta del Este, Maldonado",135000.0,1.0,1.0,60.0,50.0,Playa Mansa,-34.916725,-54.962884,2026.0,,False,1,https://www.infocasas.com.uy/bpvbpv11030-venta-de-apartamento-1-dormitorio-la-cañada-punta-del-este-maldonado/193497007,https://cdn1.infocasas.com.uy/repo/img/279_BPV-BPV-11030_396.jpg
193541207,TRUMP TOWER DE TRES DORMITORIOS Y SERVICIO EN VENTA PUNTA DEL ESTE,1550000.0,3.0,3.0,227.0,310.0,Playa Brava,-34.94620020251199,-54.921649112103275,,,False,1,https://www.infocasas.com.uy/trump-tower-de-tres-dormitorios-y-servicio-en-venta-punta-del-este/193541207,https://cdn1.infocasas.com.uy/repo/img/405_CCP-39868-TRA_127.jpg
193625800,Venta Departamento a estrenar 3 dormitorios  Aidy Grill Punta del Este,340000.0,3.0,2.0,94.0,75.0,Aidy Grill,-34.9440548,-54.9300551,,,False,1,https://www.infocasas.com.uy/venta-departamento-a-estrenar-3-dormitorios-aidy-grill-punta-del-este/193625800,https://cdn1.infocasas.com.uy/web/69df362aae42c_infocdn.jpg
193360550,Venta apartamento 3 Dormitorios con parrillero Propio Playa Brava,650000.0,3.0,3.0,131.0,199.0,Playa Brava,-34.9439419825529,-54.92169816773683,2018.0,,False,1,https://www.infocasas.com.uy/venta-apartamento-3-dormitorios-con-parrillero-propio-playa-brava/193360550,https://cdn1.infocasas.com.uy/repo/img/192_AIXA-1576-TRA_131.jpg
193189030,Venta Departamento  3 dormitorios Pent House Playa Mansa  Punta del Este,510000.0,3.0,3.0,210.0,114.0,Playa Mansa,-34.918002,-54.9765911,,,False,1,https://www.infocasas.com.uy/venta-departamento-3-dormitorios-pent-house-playa-mansa-punta-del-este/193189030,https://cdn1.infocasas.com.uy/web/693a6b8711971_infocdn.jpg
192123672,Vento de Apartamento 1 Dormitorio - Playa Brava,195872.0,1.0,1.0,52.0,41.0,Playa Brava,-34.949147,-54.924279,,,False,1,https://www.infocasas.com.uy/vento-de-apartamento-1-dormitorio-playa-brava/192123672,https://cdn1.infocasas.com.uy/web/67cfdfd331fe2_infocdn.jpg
190960859,"Venta apartamento de 3 dormitorios y terraza frente al mar, Punta del Este",700000.0,3.0,3.0,120.0,100.0,Punta del Este,-34.9420527,-54.9456815,,,False,1,https://www.infocasas.com.uy/venta-apartamento-de-3-dormitorios-y-terraza-frente-al-mar-punta-del-este/190960859,https://cdn1.infocasas.com.uy/web/661d382775767_infocdn.jpg
192966981,Departamento en  Le Parc III,1350000.0,4.0,3.0,267.0,201.0,Playa Brava,-34.945441,-54.9215562,,,False,1,https://www.infocasas.com.uy/departamento-en-le-parc-iii/192966981,https://cdn1.infocasas.com.uy/web/68e7e9780f5d9_infocdn.jpg
193625857,Departamento en Punta del este ,1750000.0,4.0,3.0,180.0,180.0,Punta del Este,-34.916691152,-54.8549574804,,,False,1,https://www.infocasas.com.uy/departamento-en-punta-del-este-/193625857,https://cdn1.infocasas.com.uy/web/69dde9f7ee49f_infocdn.jpg
193185274,Penthouse Dúplex en Rincón del Indio ,3400000.0,5.0,3.0,571.0,332.0,Rincón del Indio,-34.9219063,-54.8937531,,,False,1,https://www.infocasas.com.uy/penthouse-duplex-en-rincon-del-indio-/193185274,https://cdn1.infocasas.com.uy/web/693919ebc9cfc_infocdn.jpg
193391667,Apartamento de dos dormitorios en suites en Paramount Smart Tower en  Venta,595000.0,2.0,2.0,82.0,90.0,Playa Mansa,-34.9423846197398,-54.94465135505065,2021.0,,,1,https://www.infocasas.com.uy/apartamento-de-dos-dormitorios-en-suites-en-paramount-smart-tower-en-venta/193391667,https://cdn1.infocasas.com.uy/repo/img/405_CCP-35707-TRA_881.jpg
193589947,"Venta Apartamento de 2 Dormitorios y medio,  A Estrenar Playa Mansa, Punta del Este",205000.0,2.0,1.0,78.0,63.0,Playa Mansa,-34.918002,-54.9765911,,,False,1,https://www.infocasas.com.uy/venta-apartamento-de-2-dormitorios-y-medio-a-estrenar-playa-mansa-punta-del-este/193589947,https://cdn1.infocasas.com.uy/web/69ce93ac65b50_infocdn.jpg
193377782,"Apartamento en venta en Playa Mansa, Punta del Este. - Genova - Ref : PBI14832",255000.0,2.0,2.0,68.0,102.0,Aidy Grill,-34.94722965673966,-54.93531157199706,2025.0,,False,1,https://www.infocasas.com.uy/apartamento-en-venta-en-playa-mansa-punta-del-este-genova-ref-pbi14832/193377782,https://cdn1.infocasas.com.uy/repo/img/148805_PBI-14832-TRA_830.jpg
193589929,"Venta Apartamento 4 dormitorios, Lincoln Center, Playa Mansa, Punta del Este",370000.0,4.0,3.0,150.0,142.0,Playa Mansa,-34.918002,-54.9765911,,,False,1,https://www.infocasas.com.uy/venta-apartamento-4-dormitorios-lincoln-center-playa-mansa-punta-del-este/193589929,https://cdn1.infocasas.com.uy/web/69ce8d37ef792_infocdn.jpg
193538839,EXCLUSIVA PLANTA EN VENTA EN LE PARC IV,1250000.0,3.0,3.0,156.0,197.0,Playa Brava,0,0,,,False,1,https://www.infocasas.com.uy/exclusiva-planta-en-venta-en-le-parc-iv/193538839,https://cdn1.infocasas.com.uy/repo/img/176807675_RHS-1948-TRA_6.jpg
193158837,Venta Departamento 4 suites mas dependencia  Playa Brava Punta del Este,1998000.0,4.0,3.0,420.0,344.0,Playa Brava,-34.9445152,-54.9164532,,,False,1,https://www.infocasas.com.uy/venta-departamento-4-suites-mas-dependencia-playa-brava-punta-del-este/193158837,https://cdn1.infocasas.com.uy/web/692e8ff3d186e_infocdn.jpg
192129434,Venta  Apartamento 1 Dormitorio Playa Mansa,203714.0,1.0,1.0,59.0,49.0,Playa Mansa,-34.918002,-54.9765911,,,False,1,https://www.infocasas.com.uy/venta-apartamento-1-dormitorio-playa-mansa/192129434,https://cdn1.infocasas.com.uy/web/67d13b052c00c_infocdn.jpg
190710380,Espectacular departamento de 3 dormitorios frente al mar. Walmer Lagoon,670000.0,3.0,3.0,109.0,164.0,Playa Mansa,0,0,,,False,1,https://www.infocasas.com.uy/espectacular-departamento-de-3-dormitorios-frente-al-mar-walmer-lagoon/190710380,https://cdn1.infocasas.com.uy/repo/img/173012432_NDM-18775-TRA_134.jpg
15018268,See Bosque,133480.0,1.0,1.0,45.0,37.0,Punta del Este,-34.91809776009817,-54.95770185487824,,,True,1,https://www.infocasas.com.uy/proyectos/see-bosque/15018268,https://cdn1.infocasas.com.uy/repo/img/39320_695_151.jpg
193067662,Venetian de dos dormitorios en venta 3 ambientes,890000.0,2.0,2.0,125.0,171.0,Playa Mansa,-34.928953297746304,-54.959819366531406,2021.0,,,1,https://www.infocasas.com.uy/venetian-de-dos-dormitorios-en-venta-3-ambientes/193067662,https://cdn1.infocasas.com.uy/repo/img/405_CCP-39174-TRA_479.jpg
193608556,EXCLUSIVO APARTAMENTO EN VENTA DE 3 DORMITORIOS,850000.0,3.0,3.0,80.0,100.0,Maldonado,0,0,2025.0,,False,1,https://www.infocasas.com.uy/exclusivo-apartamento-en-venta-de-3-dormitorios/193608556,https://cdn1.infocasas.com.uy/repo/img/599524_PAR-11912-TRA_578.jpg
193554852,Piso alto con hermosas vistas! Frente al mar,469000.0,2.0,2.0,102.0,127.0,Playa Mansa,0,0,2022.0,,False,1,https://www.infocasas.com.uy/piso-alto-con-hermosas-vistas-frente-al-mar/193554852,https://cdn1.infocasas.com.uy/repo/img/261_GII-3645-TRA_626.jpg
191071711,Apartamento en Cruceros 3,275000.0,2.0,2.0,78.0,72.0,Playa Mansa,-34.910311,-54.9955932,,,False,1,https://www.infocasas.com.uy/apartamento-en-cruceros-3/191071711,https://cdn1.infocasas.com.uy/web/66a49edf5f64c_infocdn.jpg
190629631,"Piso alto en venta con increible vista - Torre Le Parc III, departamento de 3 dormitorios",1400000.0,3.0,3.0,141.0,194.0,Playa Brava,0,0,2024.0,,False,1,https://www.infocasas.com.uy/piso-alto-en-venta-con-increible-vista-torre-le-parc-iii-departamento-de-3-dormitorios/190629631,https://cdn1.infocasas.com.uy/repo/img/173012432_NDM-17815-TRA_973.jpg
193625803,Venta Departamento 1 dormitorio Aidy Grill Punta del Este,190000.0,1.0,1.0,56.0,39.0,Aidy Grill,-34.9440548,-54.9300551,,,False,1,https://www.infocasas.com.uy/venta-departamento-1-dormitorio-aidy-grill-punta-del-este/193625803,https://cdn1.infocasas.com.uy/web/69df3664bc3a9_infocdn.jpg
193230494,VENTA APARTAMENTO 3 DORMITORIOS JOSE IGNACIO A ESTRENAR,820000.0,3.0,3.0,107.0,139.0,La Juanita,-34.83491830024927,-54.650099020593274,,,False,1,https://www.infocasas.com.uy/venta-apartamento-3-dormitorios-jose-ignacio-a-estrenar/193230494,https://cdn1.infocasas.com.uy/repo/img/175664160_ASZ-3096-TRA_89.jpg
193470384,Apartamento de 2 dormitorios en venta Maldonado,114000.0,2.0,1.0,52.0,55.0,Maldonado,0,0,,,False,1,https://www.infocasas.com.uy/apartamento-de-2-dormitorios-en-venta-maldonado/193470384,https://cdn1.infocasas.com.uy/repo/img/203121_SIP-14064-TRA_684.jpg
193625802,Venta Departamento  2 dormitorios 2 baños  Aidy Grill Punta del Este,280000.0,2.0,2.0,76.0,59.0,Aidy Grill,-34.9440548,-54.9300551,,,False,1,https://www.infocasas.com.uy/venta-departamento-2-dormitorios-2-baños-aidy-grill-punta-del-este/193625802,https://cdn1.infocasas.com.uy/web/69df3650e4007_infocdn.jpg
193625804,Venta Departamento 3 dormitorios  Aidy Grill Punta del Este,370000.0,3.0,2.0,93.0,75.0,Aidy Grill,-34.9482204,-54.9295258,,,False,1,https://www.infocasas.com.uy/venta-departamento-3-dormitorios-aidy-grill-punta-del-este/193625804,https://cdn1.infocasas.com.uy/web/69df3677dffe0_infocdn.jpg
193650414,"Espectacular apartamento en venta en Trump Tower, Punta del este",510000.0,1.0,2.0,112.0,112.0,Playa Brava,-34.947924,-54.92697649999999,,,False,1,https://www.infocasas.com.uy/espectacular-apartamento-en-venta-en-trump-tower-punta-del-este/193650414,https://cdn1.infocasas.com.uy/repo/img/176512310_MIL-197-TRA_457.jpg
192650070,Venetian Tower Punta del Este en Venta de 2 Suites Frente al Mar de Playa Mansa,770000.0,2.0,2.0,120.0,168.0,Playa Mansa,-34.928953297746304,-54.959819366531406,2021.0,,False,1,https://www.infocasas.com.uy/venetian-tower-punta-del-este-en-venta-de-2-suites-frente-al-mar-de-playa-mansa/192650070,https://cdn1.infocasas.com.uy/repo/img/405_CCP-34655-TRA_162.jpg
193638143,SE VENDE APARTAMENTO EN PUNTA DEL ESTE,349000.0,3.0,2.0,120.0,120.0,Punta del Este,0,0,2024.0,,False,1,https://www.infocasas.com.uy/se-vende-apartamento-en-punta-del-este/193638143,https://cdn1.infocasas.com.uy/repo/img/173592118_ONE-4387-TRA_691.jpg
193582196,"Apartamento a estrenar, 1 dorm y medio, excelente ubicación, terraza y cochera.",187000.0,1.0,1.0,49.0,0.0,Punta del Este,0,0,2026.0,,False,1,https://www.infocasas.com.uy/apartamento-a-estrenar-1-dorm-y-medio-excelente-ubicacion-terraza-y-cochera/193582196,https://cdn1.infocasas.com.uy/repo/img/37506_PPT-9680-TRA_759.jpg
193553661,Departamento 1 dormitorio en Playa Brava ,380000.0,1.0,1.0,93.0,72.0,Playa Brava,-34.9174549,-54.8744445,,,False,1,https://www.infocasas.com.uy/departamento-1-dormitorio-en-playa-brava-/193553661,https://cdn1.infocasas.com.uy/web/69c179c5785a0_infocdn.jpg
193134228,POSEIDON LAGUNA BLOCK 2 - 3 SUITE,599000.0,3.0,3.0,138.0,178.0,Pinares,-34.90769003995745,-55.0093098583496,,,False,1,https://www.infocasas.com.uy/poseidon-laguna-block-2-3-suite/193134228,https://cdn1.infocasas.com.uy/repo/img/256162_MKT-7749-TRA_813.jpg
193152101,LE PARC 3 - CENTRAL PISO ALTO 02,1050000.0,3.0,4.0,161.0,194.0,Playa Brava,-34.947924,-54.92697649999999,,,False,1,https://www.infocasas.com.uy/le-parc-3-central-piso-alto-02/193152101,https://cdn1.infocasas.com.uy/repo/img/256162_MKT-7771-TRA_64.jpg
193697019,Mansa Tower Apto 2 dormitorios y 2 baños,180250.0,2.0,2.0,72.0,96.0,Roosevelt,-34.9220435,-54.9528764,2026.0,,False,1,https://www.infocasas.com.uy/mansa-tower-apto-2-dormitorios-y-2-baños/193697019,https://cdn1.infocasas.com.uy/repo/img/176810136_GYC-473-TRA_476.jpg
190930232,Venta apartamento 2 dormitorios Punta del Este,330000.0,2.0,2.0,105.0,85.0,Playa Mansa,-34.948639,-54.9385715,,,False,1,https://www.infocasas.com.uy/venta-apartamento-2-dormitorios-punta-del-este/190930232,https://cdn1.infocasas.com.uy/web/6617c584c9f7e_infocdn.jpg
193521161,En venta departamento en Cipriani Punta del Este,21060000.0,6.0,8.0,1260.0,1620.0,Playa Brava,0,0,2028.0,,False,1,https://www.infocasas.com.uy/en-venta-departamento-en-cipriani-punta-del-este/193521161,https://cdn1.infocasas.com.uy/repo/img/176030818_CDV-1031-TRA_229.jpg
192867897,Venta Apartamento a Estrenar con Vista al Mar en Piriápolis,190000.0,1.0,1.0,551.0,57.0,Piriápolis,-34.86534799508497,-55.276583104510486,2025.0,,False,1,https://www.infocasas.com.uy/venta-apartamento-a-estrenar-con-vista-al-mar-en-piriapolis/192867897,https://cdn1.infocasas.com.uy/repo/img/173245385_NEF-2526-TRA_53.jpg
190625909,"Departamento en venta frente al mar. Torre Le Parc III, de 3 dormitorios",959000.0,3.0,3.0,141.0,194.0,Playa Brava,0,0,2024.0,,False,1,https://www.infocasas.com.uy/departamento-en-venta-frente-al-mar-torre-le-parc-iii-de-3-dormitorios/190625909,https://cdn1.infocasas.com.uy/repo/img/173012432_NDM-12290-TRA_841.jpg
193319461,Venta Apto 2D a estrenar Brava Punta con Amenities,300000.0,2.0,2.0,63.0,75.0,Playa Brava,-34.9490957,-54.9311706,,,False,1,https://www.infocasas.com.uy/venta-apto-2d-a-estrenar-brava-punta-con-amenities/193319461,https://cdn1.infocasas.com.uy/repo/img/974465_TRU-1519-TRA_16.jpg
193416502,Venta Apartamento 3 Dormitorios con Servicio en Manantiales,1590000.0,3.0,3.0,385.0,183.0,Manantiales,-34.8878991,-54.823307,,,False,1,https://www.infocasas.com.uy/venta-apartamento-3-dormitorios-con-servicio-en-manantiales/193416502,https://cdn1.infocasas.com.uy/web/6998090e65041_infocdn.jpg
190302964,"Apartamento de 1 dormitorio en venta, con vista a agradable entorno",210000.0,1.0,1.0,45.0,61.0,Playa Brava,0,0,,,False,1,https://www.infocasas.com.uy/apartamento-de-1-dormitorio-en-venta-con-vista-a-agradable-entorno/190302964,https://cdn1.infocasas.com.uy/repo/img/173012432_NDM-8774-TRA_421.jpg
191293516,Venta Apartamento 3 dormitorios Península Punta del Este Vista al Mar,340000.0,3.0,2.0,120.0,106.0,Península,-34.9600745,-54.9396022,,,False,1,https://www.infocasas.com.uy/venta-apartamento-3-dormitorios-peninsula-punta-del-este-vista-al-mar/191293516,https://cdn1.infocasas.com.uy/web/66d411612a97e_infocdn.jpg
190900759,Apartamento - Punta del Este. Piso 14. 2 dormitorios y garaje,289000.0,2.0,2.0,97.0,90.0,Punta del Este,-34.9516377,-54.9349786,,,False,1,https://www.infocasas.com.uy/apartamento-punta-del-este-piso-14-2-dormitorios-y-garaje/190900759,https://cdn1.infocasas.com.uy/web/65eff75db9539_infocdn.jpg
193139846,Venta Apartamento 1 Dormitorio A Estrenar  Maldonado,99000.0,1.0,1.0,39.0,36.0,Maldonado,-34.887763,-54.9815689,,,False,1,https://www.infocasas.com.uy/venta-apartamento-1-dormitorio-a-estrenar-maldonado/193139846,https://cdn1.infocasas.com.uy/web/6926a8b9562fe_infocdn.jpg
193086073,"En venta apartamentos de 1,2 y 3 dormitorios a estrenar Maldonado",108500.0,2.0,1.0,82.0,82.0,Maldonado,0,0,,,False,1,https://www.infocasas.com.uy/en-venta-apartamentos-de-12-y-3-dormitorios-a-estrenar-maldonado/193086073,https://cdn1.infocasas.com.uy/repo/img/176030818_CDV-197-TRA_175.jpg
193063187,Venta de Apartamento de 1 Dormitorio en Punta del Este,159000.0,1.0,1.0,53.0,44.0,Roosevelt,-34.9233807,-54.9515521,,,False,1,https://www.infocasas.com.uy/venta-de-apartamento-de-1-dormitorio-en-punta-del-este/193063187,https://cdn1.infocasas.com.uy/web/690af8ea29c22_infocdn.jpg
193613283,"Penthouse duplex en Venetian, Punta del Este",2770920.0,4.0,3.0,385.0,300.0,Playa Mansa,-34.918002,-54.9765911,,,False,1,https://www.infocasas.com.uy/penthouse-duplex-en-venetian-punta-del-este/193613283,https://cdn1.infocasas.com.uy/web/69d8abce238ad_infocdn.jpg
193244561,Exclusivo Apartamento de Lujo en Le Parc IV – Punta del Este,1250000.0,3.0,4.0,212.0,212.0,Playa Brava,-34.9453213,-54.9204397,,2.0,False,1,https://www.infocasas.com.uy/exclusivo-apartamento-de-lujo-en-le-parc-iv-–-punta-del-este/193244561,https://cdn2.infocasas.com.uy/repo/img/695a4c383b5de_infocdn__lswjke7xalvahrm3mltrfah5sapditv1m0xumwzljpg.jpg
193461918,Departamento en venta  Playa Brava Punta Del Este- Uruguay,612000.0,2.0,2.0,139.0,117.0,Playa Brava,-34.9445152,-54.9164532,,,False,1,https://www.infocasas.com.uy/departamento-en-venta-playa-brava-punta-del-este-uruguay/193461918,https://cdn1.infocasas.com.uy/web/69a83c6be497a_infocdn.jpg
190970106,Surfside 3 dormitorios en venta,1200000.0,3.0,3.0,230.0,262.0,Playa Brava,0,0,,,False,1,https://www.infocasas.com.uy/surfside-3-dormitorios-en-venta/190970106,https://cdn1.infocasas.com.uy/repo/img/203121_SIP-10657-TRA_132.jpg
192726982,Apartamento primera linea con terraza,390000.0,3.0,3.0,98.0,98.0,Península,-34.9624337,-54.9432886,,,False,1,https://www.infocasas.com.uy/apartamento-primera-linea-con-terraza/192726982,https://cdn1.infocasas.com.uy/web/689451579955d_infocdn.jpg
193747174,Departamento a estrenar en El Golf - Entorno residencial en Playa Brava.,190000.0,2.0,1.0,62.0,62.0,Golf,-34.925632,-54.8996317,,3.0,False,1,https://www.infocasas.com.uy/departamento-a-estrenar-en-el-golf-entorno-residencial-en-playa-brava/193747174,https://cdn2.infocasas.com.uy/repo/img/6a04dcd6edbe9_infocdn__rmy5j2c7udrxxkksejslamwe8uran5rwncxawmlmjpg.jpg
190512973,"Hermoso Departamento en venta de 3 dormitorios, piso alto en Torre One",720000.0,3.0,3.0,160.0,212.0,Playa Brava,0,0,,,False,1,https://www.infocasas.com.uy/hermoso-departamento-en-venta-de-3-dormitorios-piso-alto-en-torre-one/190512973,https://cdn1.infocasas.com.uy/repo/img/173012432_NDM-3523-TRA_174.jpg
192005962,Apartamento en venta de dos dormitorios con servicios en Playa Brava Punta del Este 2 Garages,360000.0,2.0,2.0,128.0,86.0,Playa Brava,-34.9535363,-54.9353657,,,False,1,https://www.infocasas.com.uy/apartamento-en-venta-de-dos-dormitorios-con-servicios-en-playa-brava-punta-del-este-2-garages/192005962,https://cdn1.infocasas.com.uy/web/67ac44b890139_infocdn.jpg
193591964,VIEW II PUNTA DEL ESTE A ESTRENAR VENTA APARTAMENTO 2 DORMITORIOS AIDY GRILL,280000.0,2.0,2.0,69.0,75.0,Aidy Grill,0,0,,,False,1,https://www.infocasas.com.uy/view-ii-punta-del-este-a-estrenar-venta-apartamento-2-dormitorios-aidy-grill/193591964,https://cdn1.infocasas.com.uy/repo/img/5226_NLV-225113-TRA_26.jpg
189213792,"Espectacular apartamento Playa Mansa , Walmer Lagoon",235000.0,2.0,2.0,69.0,93.0,Playa Mansa,0,0,,,False,1,https://www.infocasas.com.uy/espectacular-apartamento-playa-mansa-walmer-lagoon/189213792,https://cdn1.infocasas.com.uy/repo/img/173012432_NDM-3228-TRA_1000.jpg
193234632,"SURFSIDE esquinero, finamente decorado, 2 garajes",1100000.0,2.0,2.0,177.0,226.0,Playa Brava,-34.9189289382084,-54.87300786251845,2021.0,,False,1,https://www.infocasas.com.uy/surfside-esquinero-finamente-decorado-2-garajes/193234632,https://cdn1.infocasas.com.uy/repo/img/243_NYP-28426-TRA_584.jpg
193676203,"Apartamento de dos dormitorios en venta, Playa Brava, Punta del Este.",300000.0,2.0,2.0,86.0,86.0,Aidy Grill,0,0,2020.0,,,1,https://www.infocasas.com.uy/apartamento-de-dos-dormitorios-en-venta-playa-brava-punta-del-este/193676203,https://cdn1.infocasas.com.uy/repo/img/405_CCP-40078-TRA_214.jpg
192806937,Apartamento en Punta del Este. 1 dormitorio,169000.0,1.0,1.0,37.0,37.0,Aidy Grill,-34.9455836,-54.9318481,,,False,1,https://www.infocasas.com.uy/apartamento-en-punta-del-este-1-dormitorio/192806937,https://cdn1.infocasas.com.uy/web/68b1e68609e60_infocdn.jpg
193697035,Frente al mar y laguna - Este apartamento puede ser tuyo,448000.0,2.0,2.0,132.0,132.0,Playa Mansa,0,0,2022.0,,False,1,https://www.infocasas.com.uy/frente-al-mar-y-laguna-este-apartamento-puede-ser-tuyo/193697035,https://cdn1.infocasas.com.uy/repo/img/261_GII-3776-TRA_578.jpg
191873210,Apartamento en La Barra con terraza,195300.0,1.0,1.0,61.0,49.0,La Barra,-34.9154695,-54.853907,,,False,1,https://www.infocasas.com.uy/apartamento-en-la-barra-con-terraza/191873210,https://cdn1.infocasas.com.uy/web/67861b5ec1175_infocdn.jpg
191738280,Apartamento en venta en Playa Mansa,124000.0,0.0,1.0,36.0,36.0,Playa Mansa,-34.93466491004393,-54.942772457034266,2026.0,,False,1,https://www.infocasas.com.uy/apartamento-en-venta-en-playa-mansa/191738280,https://cdn1.infocasas.com.uy/repo/img/53_48568_488.jpg
193167003,Apartamento en venta - 3 dorm - Primera linea - Playa Mansa,550000.0,3.0,3.0,145.0,125.0,Pinares,-34.918002,-54.9765911,,,False,1,https://www.infocasas.com.uy/apartamento-en-venta-3-dorm-primera-linea-playa-mansa/193167003,https://cdn1.infocasas.com.uy/web/69313102e6f59_infocdn.jpg
193158853,Apartamento en venta - Aidy Grill - 3 dormitorios,329000.0,0.0,0.0,95.0,80.0,Aidy Grill,-34.9511751663,-54.9239253476,,,False,1,https://www.infocasas.com.uy/apartamento-en-venta-aidy-grill-3-dormitorios/193158853,https://cdn1.infocasas.com.uy/web/692e90bb6fb31_infocdn.jpg
192816859,"Apartamento en Torre de las Americas, Punta del Este",250000.0,3.0,2.0,78.0,78.0,Península,-34.9606389,-54.942152,,,False,1,https://www.infocasas.com.uy/apartamento-en-torre-de-las-americas-punta-del-este/192816859,https://cdn1.infocasas.com.uy/web/68b5cdcc824ba_infocdn.jpg
193576310,Apartamento a estrenar en Design District,255000.0,2.0,2.0,60.0,90.0,Aidy Grill,-34.944506321189586,-54.93375793014525,,,False,1,https://www.infocasas.com.uy/apartamento-a-estrenar-en-design-district/193576310,https://cdn1.infocasas.com.uy/repo/img/173158962_AVP-1465-TRA_151.jpg
192381362,Venta Apartamento Monoambiente Roosevelt Punta del Este,98017.0,0.0,1.0,38.0,28.0,Roosevelt,-34.9318414,-54.9429892,,,False,1,https://www.infocasas.com.uy/venta-apartamento-monoambiente-roosevelt-punta-del-este/192381362,https://cdn1.infocasas.com.uy/web/6822f3729cdf2_infocdn.jpg
190929939,Venta Apartamento Pent House  3 dormitorios mas dependencia Playa Mansa Punta del Este,2898000.0,3.0,3.0,514.0,258.0,Playa Mansa,-34.9295784907,-54.9622144597,,,False,1,https://www.infocasas.com.uy/venta-apartamento-pent-house-3-dormitorios-mas-dependencia-playa-mansa-punta-del-este/190929939,https://cdn1.infocasas.com.uy/web/6617bd4d6a112_infocdn.jpg
189045854,Apartamento - Maldonado,108000.0,2.0,1.0,81.0,55.0,Maldonado,-34.9138292,-54.9452495,,,False,1,https://www.infocasas.com.uy/apartamento-maldonado/189045854,https://cdn1.infocasas.com.uy/web/62493e04132bb_infocdn.jpg#HASTH
192508652,Apartamento en venta de 2 dormitorios c/ cochera en Playa Mansa,245000.0,2.0,2.0,93.0,93.0,Playa Mansa,-34.909256919826284,-55.00272046747132,2026.0,,False,1,https://www.infocasas.com.uy/apartamento-en-venta-de-2-dormitorios-c-cochera-en-playa-mansa/192508652,https://cdn1.infocasas.com.uy/repo/img/53_62366_141.jpg
192769156,SURFSIDE EN VENTA 1 SUITE + TOILETTE,475000.0,1.0,2.0,75.0,103.0,Playa Brava,-34.947924,-54.92697649999999,2023.0,,False,1,https://www.infocasas.com.uy/surfside-en-venta-1-suite-toilette/192769156,https://cdn1.infocasas.com.uy/repo/img/256162_MKT-7595-TRA_477.jpg
190941222,Apartamento - La Barra,234500.0,2.0,1.0,74.0,62.0,La Barra,-34.9082551368,-54.8518041481,,,False,1,https://www.infocasas.com.uy/apartamento-la-barra/190941222,https://cdn1.infocasas.com.uy/web/6611201286150_infocdn.jpg
190931079,"Venta y alquiler temporal Apartamento 3 dormitorios, Peninsula, Punta del Este",220000.0,3.0,2.0,114.0,102.0,Península,-34.9649371,-54.9462962,,,False,1,https://www.infocasas.com.uy/venta-y-alquiler-temporal-apartamento-3-dormitorios-peninsula-punta-del-este/190931079,https://cdn1.infocasas.com.uy/web/661852fca766c_infocdn.jpg
190929211,Departamento en Venta - Playa Brava,460000.0,2.0,2.0,127.0,90.0,Playa Brava,-34.9445152,-54.9164532,,,False,1,https://www.infocasas.com.uy/departamento-en-venta-playa-brava/190929211,https://cdn1.infocasas.com.uy/web/6617b75f8792b_infocdn.jpg
